order_id,customer_id,customer_email,order_date,order_total,quantity,status,category
ORD-000032,CUST-0031,grace671@company.com,2024-10-16 00:00:00,164.1,14,completed,Books
ORD-000033,CUST-0099,diana901@company.com,2024-06-08 00:00:00,213.29,17,pending,Electronics
ORD-000034,CUST-0139,alice299@yahoo.com,2024-07-20 00:00:00,-23.88,9,returned,Electronics
ORD-000035,CUST-0099,alice865@company.com,2024-11-26 00:00:00,147.94,521,returned,Home
ORD-000036,CUST-0089,grace188@company.com,2024-08-26 00:00:00,18.66,6,pending,Electronics
ORD-000037,CUST-0034,bob533@yahoo.com,2024-08-09 00:00:00,124.47,18,cancelled,Clothing
ORD-000038,CUST-0076,frank997@yahoo.com,2024-06-13 00:00:00,54.83,18,pending,Sports
ORD-000039,CUST-0048,hank187@outlook.com,2024-06-03 00:00:00,28.31,7,shipped,Home
ORD-000040,CUST-0061,hank996@yahoo.com,2024-08-18 00:00:00,66.97,17,shipped,Food
ORD-000041,CUST-0137,eve220@yahoo.com,2024-04-02 00:00:00,12.91,13,completed,Home
ORD-000042,CUST-0126,diana496@company.com,2024-03-04 00:00:00,136.37,19,pending,Home
ORD-000043,CUST-0121,grace554@outlook.com,2024-05-07 00:00:00,,7,pending,Electronics
ORD-000044,CUST-0073,frank18@yahoo.com,2024-06-19 00:00:00,12.11,8,completed,Home
ORD-000045,CUST-0191,charlie886@outlook.com,2024-07-23 00:00:00,11.8,9,cancelled,Food
ORD-000046,CUST-0018,bob958@gmail.com,2024-12-17 00:00:00,66.42,15,pending,Home
ORD-000047,CUST-0069,bob386@yahoo.com,2024-05-19 00:00:00,-16.6,9,returned,Clothing
ORD-000048,CUST-0024,charlie235@outlook.com,2024-12-29 00:00:00,15.04,12,pending,Books
ORD-000049,CUST-0068,bob216@outlook.com,2024-07-10 00:00:00,33.69,7,cancelled,Clothing
ORD-000050,CUST-0192,grace590@outlook.com,2024-11-06 00:00:00,6.34,1,pending,Clothing
ORD-000051,CUST-0073,eve178@gmail.com,2024-09-28 00:00:00,101.77,1,returned,Books
ORD-000052,CUST-0181,bob156@company.com,2024-06-30 00:00:00,9.16,12,shipped,Books
ORD-000053,CUST-0099,frank584@gmail.com,2024-05-28 00:00:00,87.1,13,shipped,Home
ORD-000054,CUST-0140,eve783@outlook.com,2024-05-14 00:00:00,27.31,1,cancelled,Clothing
ORD-000055,CUST-0092,charlie256@outlook.com,2024-07-05 00:00:00,42.22,14,cancelled,Electronics
ORD-000056,CUST-0053,alice814@company.com,2024-05-29 00:00:00,39.5,15,returned,Sports
ORD-000057,CUST-0153,charlie319@gmail.com,2024-04-19 00:00:00,16.15,12,shipped,Sports
ORD-000058,CUST-0193,eve102@yahoo.com,2024-08-01 00:00:00,18.73,17,shipped,Sports
ORD-000059,CUST-0053,charlie140@company.com,2024-03-18 00:00:00,10.5,4,shipped,Clothing
ORD-000060,CUST-0155,charlie36@gmail.com,2024-02-10 00:00:00,73.01,3,shipped,Food
ORD-000061,CUST-0052,frank571@outlook.com,2024-01-16 00:00:00,26.74,8,returned,Books
ORD-000303,CUST-0143,alice66@gmail.com,2024-07-11 00:00:00,35.9,19,cancelled,Home
ORD-000063,CUST-0158,frank851@company.com,2024-01-12 00:00:00,19.05,9,cancelled,Home
ORD-000064,CUST-0090,diana112@gmail.com,2024-06-05 00:00:00,9.58,9,completed,Sports
ORD-000065,CUST-0147,diana976@gmail.com,2024-08-30 00:00:00,81.24,10,cancelled,Home
ORD-000066,CUST-0055,invalid-email-66,2024-06-18 00:00:00,32.27,6,shipped,Electronics
ORD-000555,CUST-0016,invalid-email-67,2024-01-03 00:00:00,57.2,3,pending,Electronics
ORD-000068,CUST-0020,charlie862@outlook.com,2024-06-07 00:00:00,8.25,2,shipped,Books
ORD-000069,CUST-0089,charlie410@company.com,2024-04-05 00:00:00,18.1,6,shipped,Home
ORD-000070,CUST-0180,grace431@yahoo.com,2024-03-27 00:00:00,14.9,10,cancelled,Clothing
ORD-000071,CUST-0026,diana597@company.com,2024-01-10 00:00:00,61.85,1,completed,Home
ORD-000072,CUST-0091,grace242@company.com,2024-07-16 00:00:00,28.36,12,returned,Clothing
ORD-000073,CUST-0141,hank247@outlook.com,2024-06-15 00:00:00,43.25,12,pending,Food
ORD-000074,CUST-0041,bob929@yahoo.com,2024-06-08 00:00:00,28.95,13,pending,Sports
ORD-000075,CUST-0144,diana603@gmail.com,2024-04-03 00:00:00,175.16,11,completed,Clothing
ORD-000076,CUST-0061,invalid-email-76,2024-01-21 00:00:00,8.27,11,shipped,Food
ORD-000077,CUST-0161,diana815@yahoo.com,2024-12-12 00:00:00,155.47,9,returned,Sports
ORD-000078,CUST-0116,alice32@gmail.com,2024-05-23 00:00:00,94.28,6,returned,Electronics
ORD-000079,CUST-0109,,2024-12-02 00:00:00,57.34,11,returned,Home
ORD-000080,CUST-0036,bob590@gmail.com,2024-08-07 00:00:00,-47.18,13,cancelled,Food
ORD-000081,CUST-0093,frank457@gmail.com,2024-11-07 00:00:00,100.91,3,shipped,Books
ORD-000214,CUST-0171,diana163@company.com,2024-06-08 00:00:00,15.74,5,pending,Home
ORD-000083,CUST-0004,hank556@yahoo.com,2024-01-26 00:00:00,21.26,9,pending,Sports
ORD-000804,CUST-0151,charlie454@outlook.com,2024-10-27 00:00:00,26.12,19,shipped,Home
ORD-000085,CUST-0099,diana149@outlook.com,2024-01-01 00:00:00,40.48,10,pending,Books
ORD-000086,CUST-0144,grace318@yahoo.com,2024-06-09 00:00:00,89.22,9,cancelled,Sports
ORD-000087,CUST-0132,,2024-07-17 00:00:00,39.38,7,returned,Sports
ORD-000088,CUST-0086,,2024-07-04 00:00:00,44.84,16,pending,Books
ORD-000089,CUST-0062,grace701@outlook.com,2024-08-27 00:00:00,230.39,13,cancelled,Home
ORD-000233,CUST-0125,hank166@gmail.com,2024-11-28 00:00:00,32.65,19,returned,Books
ORD-000091,CUST-0028,bob124@gmail.com,2024-01-02 00:00:00,6.82,13,shipped,Clothing
ORD-000092,CUST-0117,grace889@company.com,2024-07-16 00:00:00,16.65,4,shipped,Electronics
ORD-000093,CUST-0019,bob61@yahoo.com,2024-07-26 00:00:00,44.46,16,cancelled,Books
ORD-000094,CUST-0130,,2024-10-23 00:00:00,16.32,5,cancelled,Sports
ORD-000095,CUST-0126,hank553@yahoo.com,2024-03-12 00:00:00,36.35,18,cancelled,Clothing
ORD-000096,CUST-0017,grace992@yahoo.com,2024-11-25 00:00:00,137.2,5,pending,Electronics
ORD-000097,CUST-0151,eve415@outlook.com,2024-01-17 00:00:00,391.7,8,shipped,Books
ORD-000098,CUST-0083,diana536@gmail.com,2024-11-27 00:00:00,,9,pending,Electronics
ORD-000099,CUST-0157,hank132@gmail.com,2024-04-15 00:00:00,149.82,9,pending,Home
ORD-000100,CUST-0009,invalid-email-100,2024-05-06 00:00:00,13.36,12,returned,Sports
ORD-000101,CUST-0036,bob156@yahoo.com,2024-09-25 00:00:00,53.99,18,cancelled,Books
ORD-000102,CUST-0099,charlie231@outlook.com,2024-12-09 00:00:00,66.47,19,pending,Sports
ORD-000103,CUST-0038,hank525@outlook.com,2027-05-09 13:41:07,35.29,10,returned,Clothing
ORD-000104,CUST-0066,diana396@outlook.com,2024-11-01 00:00:00,143.68,9,completed,Clothing
ORD-000105,CUST-0132,alice717@yahoo.com,2024-09-22 00:00:00,168.62,3,returned,Electronics
ORD-000106,CUST-0029,invalid-email-106,2024-12-09 00:00:00,26.01,14,completed,Clothing
ORD-000107,CUST-0135,grace358@company.com,2024-09-09 00:00:00,18.54,9,completed,Food
ORD-000108,CUST-0021,hank520@company.com,2024-10-15 00:00:00,60.42,3,completed,Clothing
ORD-000109,CUST-0035,grace160@outlook.com,2024-02-02 00:00:00,9.29,16,completed,Books
ORD-000110,CUST-0117,charlie682@yahoo.com,2024-11-16 00:00:00,147.79,16,cancelled,Sports
ORD-000111,CUST-0158,eve919@yahoo.com,2024-06-05 00:00:00,14.92,9,pending,Food
ORD-000112,CUST-0034,alice858@gmail.com,2024-08-30 00:00:00,51.52,16,pending,Electronics
ORD-000113,CUST-0060,frank644@gmail.com,2024-03-14 00:00:00,26.65,1,completed,Clothing
ORD-000114,CUST-0185,alice877@outlook.com,2024-03-14 00:00:00,76.65,13,pending,Sports
ORD-000115,CUST-0197,charlie533@gmail.com,2024-04-17 00:00:00,37.79,4,completed,Home
ORD-000116,CUST-0116,bob782@yahoo.com,2024-04-03 00:00:00,86.32,9,pending,Books
ORD-000117,CUST-0089,bob860@gmail.com,2024-05-18 00:00:00,65.18,2,returned,Clothing
ORD-000118,CUST-0070,,2024-11-30 00:00:00,9.59,15,cancelled,Clothing
ORD-000119,CUST-0122,bob210@yahoo.com,2024-11-05 00:00:00,-145.17,8,shipped,Clothing
ORD-000120,CUST-0118,alice978@gmail.com,2024-05-12 00:00:00,20.66,4,completed,Sports
ORD-000121,CUST-0059,grace626@company.com,2024-09-17 00:00:00,31.28,11,returned,Books
ORD-000122,CUST-0005,eve319@yahoo.com,2024-10-20 00:00:00,97.78,6,returned,Food
ORD-000123,CUST-0031,frank575@yahoo.com,2024-05-30 00:00:00,271.14,7,cancelled,Food
ORD-000034,CUST-0191,eve934@outlook.com,2024-01-21 00:00:00,5.03,18,cancelled,Books
ORD-000125,CUST-0084,charlie768@company.com,2024-03-29 00:00:00,91.94,18,completed,Sports
ORD-000126,CUST-0096,hank131@company.com,2024-02-04 00:00:00,5.35,13,completed,Electronics
ORD-000127,CUST-0093,bob726@gmail.com,2024-04-08 00:00:00,-221.45,3,returned,Food
ORD-000128,CUST-0156,hank244@gmail.com,2024-11-17 00:00:00,101.35,18,returned,Food
ORD-000129,CUST-0013,bob478@yahoo.com,2024-05-09 00:00:00,39.23,13,cancelled,Books
ORD-000130,CUST-0017,eve202@yahoo.com,2024-09-30 00:00:00,103.39,16,completed,Sports
ORD-000131,CUST-0055,frank128@gmail.com,2024-09-07 00:00:00,29.95,4,completed,Sports
ORD-000132,CUST-0097,diana46@company.com,2024-04-17 00:00:00,73.53,12,returned,Clothing
ORD-000133,CUST-0134,eve882@yahoo.com,2024-12-10 00:00:00,58.42,4,shipped,Sports
ORD-000134,CUST-0098,hank111@company.com,2024-11-10 00:00:00,234.82,2,returned,Clothing
ORD-000135,CUST-0088,alice772@company.com,2024-08-02 00:00:00,16.54,14,shipped,Home
ORD-000136,CUST-0187,bob900@yahoo.com,2024-10-21 00:00:00,22.82,1,completed,Sports
ORD-000137,CUST-0033,eve410@gmail.com,2024-07-21 00:00:00,5.19,14,returned,Books
ORD-000138,CUST-0114,bob138@yahoo.com,2024-05-05 00:00:00,61.16,1,cancelled,Clothing
ORD-000139,CUST-0108,eve742@company.com,2024-08-28 00:00:00,112.06,19,pending,Home
ORD-000140,CUST-0095,diana616@company.com,2024-09-15 00:00:00,,1,INVALID_STATUS,Electronics
ORD-000141,CUST-0161,diana107@company.com,2024-08-24 00:00:00,24.96,10,completed,Electronics
ORD-000142,CUST-0054,hank851@company.com,2024-06-06 00:00:00,36.62,17,returned,Electronics
ORD-000143,CUST-0190,alice834@gmail.com,2024-04-02 00:00:00,52.56,10,pending,Clothing
ORD-000144,CUST-0066,grace405@company.com,2024-12-02 00:00:00,125.98,5,pending,Sports
ORD-000145,CUST-0109,alice408@gmail.com,2024-10-15 00:00:00,82.47,8,pending,Clothing
ORD-000146,CUST-0104,frank121@yahoo.com,2024-07-29 00:00:00,72.05,12,INVALID_STATUS,Electronics
ORD-000147,CUST-0170,eve617@yahoo.com,2024-03-08 00:00:00,57.43,12,returned,Sports
ORD-000148,CUST-0088,hank180@outlook.com,2024-05-11 00:00:00,13.21,15,shipped,Home
ORD-000149,CUST-0057,alice134@gmail.com,2024-02-02 00:00:00,38.27,12,shipped,Electronics
ORD-000150,CUST-0005,bob850@yahoo.com,2024-06-08 00:00:00,-10.66,9,shipped,Books
ORD-000151,CUST-0073,alice333@company.com,2024-05-03 00:00:00,9.29,9,cancelled,Sports
ORD-000152,CUST-0165,charlie245@outlook.com,2024-05-03 00:00:00,27.09,9,completed,Clothing
ORD-000153,CUST-0002,charlie328@gmail.com,2024-09-27 00:00:00,29.23,9,shipped,Clothing
ORD-000154,CUST-0179,eve517@company.com,2024-05-26 00:00:00,133.27,6,INVALID_STATUS,Books
ORD-000155,CUST-0109,alice361@company.com,2024-04-08 00:00:00,40.89,9,cancelled,Food
ORD-000156,CUST-0028,diana132@yahoo.com,2024-09-03 00:00:00,22.46,12,returned,Clothing
ORD-000157,CUST-0061,bob147@company.com,2024-02-09 00:00:00,39.01,14,pending,Books
ORD-000158,CUST-0111,grace164@yahoo.com,2024-12-01 00:00:00,13.53,2,pending,Electronics
ORD-000159,CUST-0063,diana380@yahoo.com,2024-04-14 00:00:00,22.21,17,shipped,Electronics
ORD-000160,CUST-0022,charlie119@outlook.com,2024-04-03 00:00:00,72.81,17,completed,Clothing
ORD-000161,CUST-0133,alice970@yahoo.com,2024-07-18 00:00:00,15.84,13,completed,Sports
ORD-000162,CUST-0134,frank400@outlook.com,2024-11-28 00:00:00,14.15,10,completed,Food
ORD-000668,CUST-0024,diana816@company.com,2024-06-25 00:00:00,46.58,10,cancelled,Clothing
ORD-000164,CUST-0056,charlie741@gmail.com,2024-04-24 00:00:00,30.07,12,cancelled,Electronics
ORD-000165,CUST-0049,grace559@gmail.com,2024-03-12 00:00:00,15.58,18,cancelled,Sports
ORD-000166,CUST-0132,hank51@yahoo.com,2024-01-18 00:00:00,70.57,15,returned,Books
ORD-000167,CUST-0146,diana637@outlook.com,2024-09-27 00:00:00,22.56,6,cancelled,Electronics
ORD-000168,CUST-0145,frank793@company.com,2024-09-12 00:00:00,59.76,8,completed,Books
ORD-000169,CUST-0187,diana753@yahoo.com,2024-02-16 00:00:00,52.54,18,completed,Food
ORD-000170,CUST-0153,alice3@yahoo.com,2024-09-30 00:00:00,17.37,11,pending,Food
ORD-000171,CUST-0064,grace797@company.com,2024-06-18 00:00:00,27.49,7,completed,Home
ORD-000172,CUST-0022,eve129@gmail.com,2024-11-03 00:00:00,61.32,9,cancelled,Sports
ORD-000173,CUST-0123,eve647@company.com,2024-08-02 00:00:00,51.62,3,cancelled,Electronics
ORD-000174,CUST-0183,grace319@company.com,2024-12-27 00:00:00,50.41,12,shipped,Books
ORD-000175,CUST-0195,alice73@gmail.com,2024-01-16 00:00:00,5.06,9,returned,Books
ORD-000176,CUST-0046,eve472@yahoo.com,2024-06-17 00:00:00,49.57,3,completed,Books
ORD-000992,CUST-0048,eve985@gmail.com,2024-07-16 00:00:00,19.33,14,returned,Clothing
ORD-000178,CUST-0008,bob845@outlook.com,2024-01-18 00:00:00,64.16,6,completed,Clothing
ORD-000179,CUST-0029,frank278@company.com,2024-10-10 00:00:00,7.46,19,pending,Food
ORD-000180,CUST-0111,grace990@gmail.com,2024-02-16 00:00:00,10.91,13,pending,Home
ORD-000181,CUST-0109,grace714@yahoo.com,2024-04-09 00:00:00,34.22,4,returned,Food
ORD-000182,CUST-0074,eve366@gmail.com,2024-09-26 00:00:00,115.06,5,cancelled,Home
ORD-000183,CUST-0062,grace589@gmail.com,2024-09-15 00:00:00,11.74,6,shipped,Food
ORD-000184,CUST-0166,diana508@company.com,2024-10-16 00:00:00,119.55,3,completed,Books
ORD-000185,CUST-0092,grace696@gmail.com,2024-04-18 00:00:00,10.01,17,completed,Clothing
ORD-000186,CUST-0161,frank408@company.com,2024-06-21 00:00:00,85.73,12,shipped,Food
ORD-000187,CUST-0192,,2024-08-28 00:00:00,7.88,4,returned,Sports
ORD-000188,CUST-0064,eve655@outlook.com,2024-06-03 00:00:00,13.2,3,returned,Food
ORD-000189,CUST-0041,frank163@outlook.com,2024-02-07 00:00:00,19.91,3,completed,Sports
ORD-000190,CUST-0190,eve777@yahoo.com,2024-10-13 00:00:00,34.19,8,pending,Books
ORD-000191,CUST-0127,diana870@outlook.com,2024-08-27 00:00:00,23.54,3,shipped,Clothing
ORD-000192,CUST-0058,grace275@yahoo.com,2024-10-06 00:00:00,28.55,4,completed,Food
ORD-000139,CUST-0124,eve741@outlook.com,2024-12-15 00:00:00,7.1,3,pending,Sports
ORD-000194,CUST-0103,alice203@company.com,2024-09-13 00:00:00,88.65,9,returned,Clothing
ORD-000195,CUST-0181,eve745@yahoo.com,2024-08-15 00:00:00,29.44,16,pending,Home
ORD-000196,CUST-0051,grace255@company.com,2024-07-01 00:00:00,90.12,11,cancelled,Books
ORD-000197,CUST-0198,invalid-email-197,2024-12-14 00:00:00,128.03,16,completed,Food
ORD-000198,CUST-0187,hank685@yahoo.com,2024-12-13 00:00:00,188.61,3,shipped,Food
ORD-000199,CUST-0036,hank362@yahoo.com,2024-10-29 00:00:00,21.67,1,pending,Books
ORD-000200,CUST-0033,bob444@company.com,2024-12-10 00:00:00,51.98,3,returned,Clothing
ORD-000201,CUST-0107,frank704@gmail.com,2024-12-25 00:00:00,42.99,14,pending,Clothing
ORD-000202,CUST-0009,diana489@company.com,2024-06-06 00:00:00,27.35,9,returned,Food
ORD-000203,CUST-0060,diana953@yahoo.com,2024-11-14 00:00:00,11.19,13,cancelled,Electronics
ORD-000204,CUST-0087,charlie923@gmail.com,2024-09-19 00:00:00,10.52,8,returned,Food
ORD-000205,CUST-0193,alice233@yahoo.com,2024-11-18 00:00:00,71.4,15,shipped,Sports
ORD-000206,CUST-0198,hank762@gmail.com,2024-04-23 00:00:00,6.99,10,cancelled,Home
ORD-000207,CUST-0031,hank633@outlook.com,2024-06-05 00:00:00,23.89,11,pending,Sports
ORD-000208,CUST-0178,diana289@outlook.com,2024-11-07 00:00:00,9.42,7,completed,Electronics
ORD-000209,CUST-0019,hank657@outlook.com,2024-10-23 00:00:00,38.62,4,returned,Clothing
ORD-000210,CUST-0149,invalid-email-210,2024-01-30 00:00:00,129.56,3,shipped,Sports
ORD-000211,CUST-0169,alice454@gmail.com,2024-03-11 00:00:00,73.85,7,completed,Books
ORD-000212,CUST-0178,grace796@yahoo.com,2024-03-21 00:00:00,10.01,8,completed,Sports
ORD-000213,CUST-0045,charlie116@outlook.com,2024-01-02 00:00:00,19.98,15,cancelled,Clothing
ORD-000214,CUST-0178,alice390@yahoo.com,2024-01-27 00:00:00,106.88,6,pending,Food
ORD-000215,CUST-0024,bob401@outlook.com,2024-07-22 00:00:00,72.26,3,completed,Sports
ORD-000216,CUST-0104,charlie619@outlook.com,2024-04-04 00:00:00,77.78,18,shipped,Electronics
ORD-000217,CUST-0094,frank588@outlook.com,2024-08-15 00:00:00,35.69,3,returned,Home
ORD-000218,CUST-0063,grace790@outlook.com,2024-10-09 00:00:00,10.85,7,returned,Clothing
ORD-000219,CUST-0005,charlie710@outlook.com,2024-03-24 00:00:00,21.06,3,returned,Books
ORD-000220,CUST-0154,hank831@company.com,2024-12-21 00:00:00,35.07,13,cancelled,Food
ORD-000221,CUST-0067,diana295@company.com,2024-03-02 00:00:00,72.59,8,shipped,Electronics
ORD-000222,CUST-0132,hank685@yahoo.com,2024-03-17 00:00:00,49.64,17,completed,Clothing
ORD-000079,CUST-0082,eve106@outlook.com,2024-07-06 00:00:00,26.46,17,shipped,Books
ORD-000224,CUST-0075,bob96@company.com,2024-09-26 00:00:00,41.8,14,cancelled,Books
ORD-000225,CUST-0177,diana178@company.com,2024-12-06 00:00:00,49.43,18,cancelled,Clothing
ORD-000226,CUST-0019,frank424@company.com,2024-06-12 00:00:00,18.48,17,pending,Food
ORD-000227,CUST-0147,bob680@yahoo.com,2024-11-26 00:00:00,31.09,5,shipped,Electronics
ORD-000228,CUST-0149,charlie831@yahoo.com,2024-04-13 00:00:00,5.9,10,returned,Food
ORD-000229,CUST-0076,grace714@yahoo.com,2024-11-19 00:00:00,69.46,9,cancelled,Food
ORD-000230,CUST-0053,diana800@gmail.com,2024-10-24 00:00:00,35.18,3,cancelled,Food
ORD-000231,CUST-0002,grace914@outlook.com,2024-09-04 00:00:00,236.7,6,pending,Food
ORD-000232,CUST-0187,frank96@outlook.com,2024-06-01 00:00:00,123.07,9,returned,Books
ORD-000233,CUST-0189,grace227@gmail.com,2024-02-08 00:00:00,132.27,6,cancelled,Home
ORD-000234,CUST-0048,diana1@outlook.com,2024-04-14 00:00:00,75.56,15,completed,Electronics
ORD-000235,CUST-0007,grace746@gmail.com,2024-04-04 00:00:00,80.19,9,returned,Books
ORD-000236,CUST-0025,grace822@outlook.com,2024-06-27 00:00:00,29.17,2,shipped,Clothing
ORD-000237,CUST-0014,alice553@company.com,2024-02-28 00:00:00,21.12,14,pending,Clothing
ORD-000238,CUST-0166,eve538@outlook.com,2024-07-29 00:00:00,34.41,7,completed,Food
ORD-000239,CUST-0178,grace587@yahoo.com,2024-11-05 00:00:00,82.54,14,completed,Electronics
ORD-000240,CUST-0031,hank257@yahoo.com,2024-05-20 00:00:00,7.13,8,shipped,Books
ORD-000241,CUST-0149,eve309@outlook.com,2024-08-20 00:00:00,8.95,17,pending,Books
ORD-000242,CUST-0036,hank368@gmail.com,2024-09-17 00:00:00,97.5,12,cancelled,Electronics
ORD-000243,CUST-0074,grace759@company.com,2024-01-06 00:00:00,26.82,19,pending,Food
ORD-000244,CUST-0120,grace86@yahoo.com,2024-10-24 00:00:00,63.7,2,cancelled,Electronics
ORD-000245,CUST-0144,hank698@yahoo.com,2024-11-02 00:00:00,29.2,12,shipped,Electronics
ORD-000246,CUST-0175,alice989@outlook.com,2024-05-23 00:00:00,17.22,11,shipped,Home
ORD-000247,CUST-0009,alice184@gmail.com,2024-06-11 00:00:00,45.32,3,completed,Home
ORD-000248,CUST-0040,grace874@yahoo.com,2024-06-14 00:00:00,48.26,5,completed,Food
ORD-000249,CUST-0056,hank473@yahoo.com,2024-12-04 00:00:00,48.04,9,completed,Home
ORD-000250,CUST-0062,alice655@company.com,2024-10-02 00:00:00,28.37,14,shipped,Clothing
ORD-000251,CUST-0199,,2024-03-14 00:00:00,42.53,15,cancelled,Home
ORD-000252,CUST-0155,diana827@outlook.com,2024-11-04 00:00:00,48.28,16,shipped,Home
ORD-000253,CUST-0064,frank372@company.com,2024-08-31 00:00:00,35.32,14,shipped,Home
ORD-000254,CUST-0194,grace486@company.com,2024-10-24 00:00:00,33.9,18,completed,Books
ORD-000255,CUST-0100,grace348@company.com,2024-12-10 00:00:00,47.14,5,pending,Sports
ORD-000256,CUST-0100,bob561@outlook.com,2024-07-10 00:00:00,34.6,6,completed,Home
ORD-000257,CUST-0087,alice450@gmail.com,2024-01-21 00:00:00,46.26,19,pending,Electronics
ORD-000258,CUST-0029,invalid-email-258,2024-06-29 00:00:00,15.29,7,cancelled,Home
ORD-000259,CUST-0186,bob597@gmail.com,2024-06-23 00:00:00,15.0,17,cancelled,Sports
ORD-000260,CUST-0003,alice893@yahoo.com,2024-12-29 00:00:00,24.29,2,returned,Food
ORD-000261,CUST-0035,diana829@gmail.com,2024-07-23 00:00:00,11.12,1,returned,Food
ORD-000262,CUST-0046,charlie476@yahoo.com,2024-05-26 00:00:00,53.88,4,returned,Clothing
ORD-000263,CUST-0056,charlie463@outlook.com,2024-01-10 00:00:00,27.43,8,cancelled,Clothing
ORD-000264,CUST-0027,bob196@yahoo.com,2024-05-30 00:00:00,15.41,2,completed,Home
ORD-000265,CUST-0004,hank105@company.com,2024-07-18 00:00:00,-33.56,7,completed,Electronics
ORD-000266,CUST-0135,frank422@yahoo.com,2024-02-24 00:00:00,6.66,18,completed,Electronics
ORD-000267,CUST-0193,bob344@yahoo.com,2024-08-02 00:00:00,36.98,15,shipped,Books
ORD-000268,CUST-0025,eve361@gmail.com,2024-02-01 00:00:00,68.12,5,returned,Electronics
ORD-000269,CUST-0060,alice418@company.com,2027-04-23 13:41:07,65.77,1,completed,Books
ORD-000270,CUST-0101,grace205@outlook.com,2024-03-28 00:00:00,16.46,15,returned,Books
ORD-000271,CUST-0185,diana51@gmail.com,2024-03-06 00:00:00,86.26,15,returned,Electronics
ORD-000272,CUST-0139,diana116@gmail.com,2024-09-16 00:00:00,42.81,4,shipped,Electronics
ORD-000664,CUST-0153,eve104@gmail.com,2024-08-27 00:00:00,21.43,15,cancelled,Books
ORD-000274,CUST-0116,alice819@company.com,2024-03-12 00:00:00,81.64,13,completed,Clothing
ORD-000275,CUST-0083,grace63@company.com,2024-02-06 00:00:00,141.51,14,shipped,Home
ORD-000276,CUST-0040,bob324@company.com,2024-05-30 00:00:00,31.27,7,cancelled,Clothing
ORD-000277,CUST-0172,alice800@outlook.com,2024-09-19 00:00:00,47.37,6,cancelled,Food
